country,city,year,aqi,pm2.5,pm10,deforestation_rate_%,afforestation_rate_%,vehicles_increase_%,industries_increase_%,env_budget_million_usd,population_density_per_sqkm,co2_emissions_mt,green_space_ratio_%,avg_life_expectancy_index,vehicles_per_density,green_space_per_capita
Philippines,Quezon City,2016,179.99,124.7,195.66,4.11,2.09,5.77,9.21,155.63,9488.64,176.16,32.66,73.31,0.0006080955753406178,0.0034420106569539996
Philippines,Quezon City,2016,114.53,54.14,118.21,1.44,1.79,7.24,8.53,303.9,800.54,166.08,43.12,77.97,0.00904389537062483,0.053863642041621904
Philippines,Quezon City,2016,193.66,95.54,177.04,1.8,0.37,9.34,4.88,161.26,14936.28,165.44,24.36,72.41,0.000625323038936067,0.0016309281829210486
Philippines,Quezon City,2016,100.05,55.44,108.8,1.8,1.24,7.11,4.36,318.0,4187.65,141.61,37.73,78.97,0.0016978496292670115,0.009009826513677122
Philippines,Quezon City,2016,90.37,53.41,79.2,1.78,1.36,9.33,4.88,392.81,6610.97,150.81,35.69,79.76,0.0014112906275478485,0.0053986026256358744
Philippines,Quezon City,2016,130.58,74.59,137.74,1.72,2.31,5.32,6.28,257.73,8010.87,149.03,37.19,76.81,0.0006640976573081326,0.004642442081821325
Philippines,Quezon City,2016,91.29,51.14,93.71,3.76,2.01,8.29,5.73,213.79,2203.28,162.27,40.08,79.34,0.0037625721651356153,0.018191060600559163
Philippines,Quezon City,2016,174.71,82.54,135.88,4.02,0.7,10.37,7.44,200.8,9185.81,188.4,28.89,73.75,0.0011289151419417557,0.0031450683173285753
Philippines,Quezon City,2016,90.29,58.18,63.96,2.34,1.94,7.74,6.07,251.07,3614.54,175.01,39.85,79.48,0.00214135131994666,0.011024916033575504
Philippines,Quezon City,2016,146.47,88.49,121.67,3.6,2.03,11.16,3.84,307.37,12705.92,173.57,29.78,75.85,0.0008783307308719085,0.0023437893517352544
Philippines,Quezon City,2016,100.43,48.74,83.3,3.36,2.76,6.86,7.28,237.06,4653.12,172.25,40.26,78.78,0.0014742796231345852,0.008652259129358365
Philippines,Quezon City,2016,77.9,46.44,71.13,1.18,0.9,8.2,4.05,338.42,10951.42,143.12,30.58,80.48,0.0007487613478434759,0.002792331953299207
Philippines,Quezon City,2016,191.99,86.51,175.07,3.97,0.9,8.92,9.85,175.49,10327.47,236.02,28.4,72.55,0.00086371589556784,0.002749947470193571
Philippines,Quezon City,2016,95.99,45.99,96.23,4.48,0.89,12.38,3.49,191.66,2471.5,148.96,35.73,78.98,0.005009103783127656,0.014456807606716568
Philippines,Quezon City,2016,96.84,65.62,80.98,0.57,1.28,5.78,6.13,295.7,8902.09,171.56,34.37,79.14,0.0006492857295309304,0.003860891094113854
Philippines,Quezon City,2016,171.84,104.59,125.93,3.75,2.53,13.14,6.1,225.68,11577.43,213.22,32.25,74.0,0.0011349669140733305,0.002785592311937969
Philippines,Quezon City,2016,87.77,40.25,85.23,2.2,0.93,9.65,3.42,229.43,8173.69,152.95,32.4,79.61,0.0011806173221641633,0.003963937952136672
Philippines,Quezon City,2016,137.82,80.36,100.18,3.2,1.99,13.39,5.43,63.18,6475.61,197.94,36.3,75.94,0.002067758867504374,0.005605649506378549
Philippines,Quezon City,2016,100.98,47.81,97.81,2.82,2.58,7.12,4.08,225.73,13109.58,140.06,31.8,78.72,0.0005431142721582232,0.002425707002054986
Philippines,Quezon City,2017,173.97,75.66,160.36,4.25,2.81,13.2,9.98,246.31,9369.75,247.69,34.8,73.89,0.0014087889217962058,0.0037140798847354515
Philippines,Quezon City,2017,115.96,70.6,95.43,2.5,2.85,8.19,5.81,229.47,5278.08,168.52,40.77,77.73,0.0015517006184066933,0.007724399781738815
Philippines,Quezon City,2017,128.03,57.22,120.06,1.65,0.99,13.08,8.02,122.89,7560.48,212.51,33.77,76.71,0.0017300488857850296,0.004466647620256916
Philippines,Quezon City,2017,156.79,86.3,170.29,3.85,2.93,12.81,9.51,255.28,7492.29,259.05,37.45,75.06,0.0017097576308445083,0.004998471762304983
Philippines,Quezon City,2017,148.37,79.49,131.36,3.42,2.55,7.52,8.37,199.42,13033.25,210.46,31.2,75.51,0.0005769857863541327,0.0023938771987033164
Philippines,Quezon City,2017,96.4,51.65,87.21,0.96,2.19,8.95,5.09,376.59,11143.18,173.05,34.48,79.33,0.0008031818565256955,0.0030942693198889363
Philippines,Quezon City,2017,101.66,58.56,108.28,4.12,0.32,5.24,6.46,148.63,5546.65,147.31,31.29,78.52,0.0009447143771465661,0.005641242912388559
Philippines,Quezon City,2017,111.85,48.53,97.02,0.69,0.72,10.11,5.59,96.48,9641.6,188.27,31.82,77.74,0.0010485811483571192,0.0033002821108529703
Philippines,Quezon City,2017,213.26,100.13,159.92,4.17,1.15,13.21,5.37,162.09,12856.61,215.35,26.42,71.11,0.0010274870280734968,0.0020549740561469935
Philippines,Quezon City,2017,152.9,87.61,159.67,1.92,2.27,11.07,7.74,250.17,11396.51,227.24,33.5,75.31,0.0009713500010090809,0.0029394963896842105
Philippines,Quezon City,2017,166.04,101.39,155.32,3.43,1.17,8.94,9.81,108.95,8484.24,225.66,31.59,74.15,0.0010537184238069645,0.003723374161975616
Philippines,Quezon City,2017,156.65,82.03,151.0,4.33,2.02,9.55,5.33,218.53,10305.17,174.69,31.43,74.99,0.0009267193069109972,0.003049925425781428
Philippines,Quezon City,2017,110.28,67.79,98.94,3.41,2.64,4.54,6.07,159.77,4986.28,140.3,39.52,77.97,0.0009104984076305383,0.0079257482532068
Philippines,Quezon City,2017,133.88,81.76,126.07,0.73,1.87,7.69,8.95,172.7,7972.64,196.34,36.9,76.42,0.0009645487567480784,0.004628328884785968
Philippines,Quezon City,2017,165.69,110.4,174.2,3.43,1.55,8.85,6.41,131.46,13146.32,183.76,28.07,74.22,0.0006731921937089619,0.0021351982912328317
Philippines,Quezon City,2017,101.2,64.62,95.84,2.03,0.41,7.48,6.45,378.7,6025.98,162.16,33.19,79.01,0.0012412918728571952,0.005507817815525441
Philippines,Quezon City,2017,75.13,37.47,55.74,1.04,1.51,12.06,3.03,113.78,2176.29,180.64,41.3,80.22,0.0055415408792026805,0.018977250274549808
Philippines,Quezon City,2017,118.08,61.01,102.15,0.72,1.32,13.66,6.31,66.11,3367.45,208.12,39.86,77.26,0.004056481907674947,0.011836849841868476
Philippines,Quezon City,2018,163.35,105.35,161.36,3.65,2.1,8.92,7.57,213.04,6062.28,184.55,36.6,74.54,0.0014713936010873796,0.006037332488766603
Philippines,Quezon City,2018,83.5,58.22,63.07,0.95,2.88,13.83,3.48,333.74,4159.06,166.58,43.54,80.1,0.0033252706140329785,0.010468711680043085
Philippines,Quezon City,2018,138.1,95.69,130.49,3.66,2.66,13.1,4.91,276.08,9108.12,196.66,35.22,76.35,0.0014382770538815912,0.0038668792242526444
Philippines,Quezon City,2018,82.06,37.28,65.5,4.44,1.72,4.75,5.03,245.6,4570.6,133.87,36.16,80.02,0.0010392508642191396,0.007911433947402966
Philippines,Quezon City,2018,114.84,79.78,117.54,3.57,0.72,8.66,8.13,141.99,5133.25,194.7,33.47,77.63,0.001687040374032046,0.006520235718112307
Philippines,Quezon City,2018,205.14,99.5,200.97,4.09,2.13,9.61,9.8,345.7,13643.48,224.34,28.67,72.02,0.0007043657483281391,0.002101370031692794
Philippines,Quezon City,2018,150.66,100.86,161.73,1.49,0.94,7.4,8.58,278.7,7613.44,172.4,33.71,75.51,0.0009719653665097512,0.004427696284465367
Philippines,Quezon City,2018,169.25,91.33,142.27,2.13,1.65,11.72,6.77,107.39,13678.61,224.59,29.13,73.93,0.0008568122053337291,0.002129602349946376
Philippines,Quezon City,2018,158.15,93.57,126.27,2.33,2.73,12.84,7.9,222.44,7065.94,241.19,38.8,74.9,0.0018171679918029308,0.0054911306917409435
Philippines,Quezon City,2018,162.93,110.89,163.35,1.66,1.52,9.47,4.8,244.55,11186.57,174.02,31.71,74.63,0.0008465508194200725,0.002834649047920855
Philippines,Quezon City,2018,88.81,60.5,92.5,1.76,1.63,10.7,5.84,384.6,9742.13,178.84,33.39,79.85,0.0010983224407804042,0.0034273818969773554
Philippines,Quezon City,2018,90.85,53.02,64.75,3.2,0.38,7.52,4.28,259.16,3876.14,140.29,34.08,79.46,0.001940074403917299,0.008792252085837973
Philippines,Quezon City,2018,145.05,66.66,110.07,2.41,0.37,5.57,5.84,184.29,6310.66,144.35,32.4,75.7,0.0008826335121841456,0.005134169801573845
Philippines,Quezon City,2018,128.05,64.22,114.38,2.07,1.32,13.11,9.66,281.6,6888.3,240.15,35.01,77.03,0.0019032272113583902,0.005082531248638996
Philippines,Quezon City,2018,107.25,72.54,110.02,4.36,1.06,5.13,4.79,61.85,4233.8,127.0,34.57,77.97,0.00121167745287921,0.00816524162690727
Philippines,Quezon City,2018,172.39,82.83,175.55,1.85,0.88,8.36,8.18,194.3,10886.83,218.18,29.9,73.9,0.0007679002978828547,0.002746437668265234
Philippines,Quezon City,2018,93.37,63.59,70.08,3.39,1.62,5.09,3.05,218.73,5173.06,107.39,36.28,79.21,0.0009839437392955039,0.0070132571437408414
Philippines,Quezon City,2018,147.66,76.7,161.54,2.49,2.08,6.35,7.55,363.27,13359.19,197.63,30.39,75.88,0.00047532821974985006,0.002274838519401251
Philippines,Quezon City,2018,126.54,52.71,116.37,2.61,2.22,6.17,4.27,165.7,9896.96,130.6,34.15,76.9,0.0006234237584066219,0.0034505545137092602
Philippines,Quezon City,2019,170.9,75.39,142.4,3.52,0.84,13.39,5.37,233.1,12087.54,213.98,26.9,74.07,0.0011077522804474691,0.002225432139211121
Philippines,Quezon City,2019,76.44,31.81,54.92,3.57,2.62,4.08,4.61,213.69,3145.42,102.05,41.15,80.33,0.0012971240724609114,0.013082513622981986
Philippines,Quezon City,2019,101.74,68.09,97.31,2.0,2.45,12.25,9.89,378.01,2664.07,214.12,42.68,78.97,0.004598227524051545,0.01602060005930775
Philippines,Quezon City,2019,143.97,92.53,102.03,3.88,1.87,13.11,3.4,198.94,14138.75,203.63,27.58,75.8,0.0009272389709132702,0.00195066749182212
Philippines,Quezon City,2019,165.8,98.46,177.69,3.99,0.76,8.2,3.47,242.71,12957.88,155.36,25.34,74.43,0.0006328195661636008,0.0019555668056811765
Philippines,Quezon City,2019,139.32,83.72,128.8,2.0,0.8,12.5,8.35,301.02,11281.39,232.54,29.1,76.31,0.001108019490506046,0.002579469373898075
Philippines,Quezon City,2019,170.32,114.21,123.26,1.39,2.14,10.17,5.26,324.31,13856.49,209.5,31.18,74.29,0.0007339521047538013,0.0022502091077899237
Philippines,Quezon City,2019,96.86,48.24,78.85,1.2,0.68,9.96,5.5,85.55,1051.55,184.04,39.79,78.71,0.009471732204840475,0.037839379962911895
Philippines,Quezon City,2019,112.75,74.29,106.91,1.33,1.16,11.61,8.57,372.59,9804.71,216.48,32.33,78.23,0.0011841247726857808,0.0032973948235082936
Philippines,Quezon City,2019,112.57,71.17,103.88,1.04,1.63,5.02,8.15,185.5,14736.43,178.74,29.11,77.87,0.0003406523832434314,0.001975376668568982
Philippines,Quezon City,2019,76.56,43.89,53.66,0.65,0.35,9.39,7.18,220.31,1601.21,194.57,38.79,80.34,0.00586431511169678,0.02422542951892631
Philippines,Quezon City,2019,105.73,57.61,94.4,0.95,0.69,11.58,7.73,229.8,7242.48,201.65,33.87,78.41,0.001598899824369553,0.004676574874904729
Philippines,Quezon City,2019,135.91,55.47,104.12,3.13,1.0,11.65,5.38,381.83,3477.2,202.62,36.39,76.7,0.003350396871045669,0.010465316921661107
Philippines,Quezon City,2019,151.82,69.64,119.06,3.39,0.32,11.26,8.07,246.69,12224.69,210.84,25.34,75.37,0.0009210867514840867,0.0020728541991657866
Philippines,Quezon City,2019,175.76,80.05,163.11,3.55,1.67,7.04,6.48,129.56,12422.98,168.05,29.03,73.54,0.0005666917277497025,0.00233679841712697
Philippines,Quezon City,2019,102.76,48.82,83.97,2.11,1.61,5.75,3.95,394.57,2835.18,134.82,39.9,78.94,0.0020280899272709318,0.01407318053880177
Philippines,Quezon City,2020,156.11,98.14,136.56,4.31,1.61,8.85,4.04,254.15,14367.42,158.36,26.15,75.1,0.0006159769812534192,0.0018200901762459787
Philippines,Quezon City,2020,162.47,84.68,172.72,4.05,0.42,8.0,8.42,212.13,6103.93,204.97,31.12,74.59,0.001310631019687316,0.00509835466658366
Philippines,Quezon City,2020,81.74,54.15,70.55,2.19,2.59,9.6,8.02,379.6,5336.88,198.11,40.25,80.31,0.0017988037954760083,0.0075418596633238895
Philippines,Quezon City,2020,98.97,48.42,79.64,1.3,1.65,8.88,7.71,223.31,857.35,192.73,42.79,78.85,0.010357496938239926,0.04990960517874847
Philippines,Quezon City,2020,112.28,73.37,109.89,3.45,2.9,12.2,8.26,112.82,2741.54,204.6,42.51,77.74,0.0044500536194985296,0.015505883554498567
Philippines,Quezon City,2020,193.85,111.57,142.12,1.75,0.82,11.73,4.66,111.22,13651.89,189.66,27.05,72.3,0.0008592216901835571,0.001981410632520479
Philippines,Quezon City,2020,152.83,84.25,123.22,1.63,1.73,13.79,8.47,333.35,4254.72,230.51,39.31,75.48,0.003241106347773766,0.00923915087244284
Philippines,Quezon City,2020,185.0,126.33,182.06,3.27,2.6,12.03,9.67,238.98,9240.01,234.56,35.3,73.14,0.0013019466429148884,0.003820342185776855
Philippines,Quezon City,2020,91.8,40.3,82.03,4.23,2.81,8.58,9.19,292.62,2389.5,183.62,41.81,79.47,0.0035907093534212177,0.01749738439003976
Philippines,Quezon City,2020,187.72,115.84,183.98,2.17,2.8,8.69,8.45,155.17,11431.6,199.23,34.8,72.8,0.0007601735540081878,0.0030441932887784735
Philippines,Quezon City,2020,133.57,54.73,124.77,2.66,2.24,11.3,5.68,340.27,12356.87,191.82,31.72,76.78,0.0009144710594187687,0.002566993097766667
Philippines,Quezon City,2020,150.47,79.9,151.88,1.51,1.57,10.56,7.33,273.46,9223.99,207.02,33.99,75.52,0.0011448407901569712,0.0036849562933177512
Philippines,Quezon City,2020,66.53,43.84,59.12,1.0,1.86,9.41,5.84,192.95,3034.98,154.25,41.54,80.95,0.0031005146656650127,0.013687075367877218
Philippines,Quezon City,2020,93.56,54.21,85.86,2.18,1.61,7.73,3.65,231.07,4448.51,144.77,38.19,79.22,0.0017376604750804201,0.008584896965500808
Philippines,Quezon City,2020,124.87,55.06,116.64,4.17,0.67,11.32,8.47,238.49,2428.01,192.76,35.41,77.15,0.004662254274076301,0.014583959703625601
Philippines,Quezon City,2020,56.13,29.75,59.44,1.27,2.78,8.0,7.93,349.65,4039.14,195.25,43.05,81.96,0.0019806196368533898,0.010658209420817303
Philippines,Quezon City,2021,161.22,85.32,149.12,3.93,1.26,7.25,9.23,318.04,9669.59,207.22,30.19,74.89,0.0007497732582250127,0.0031221592642500873
Philippines,Quezon City,2021,186.64,87.22,193.4,3.03,2.36,8.98,4.34,70.94,14982.33,185.6,29.05,72.7,0.0005993727277399444,0.0019389507506509336
Philippines,Quezon City,2021,193.38,119.89,212.36,3.75,0.67,12.74,9.59,70.93,12477.09,268.14,25.8,72.25,0.0010210714196980226,0.0020677898452283344
Philippines,Quezon City,2021,156.76,81.5,127.41,3.37,1.52,8.96,9.08,246.98,9061.2,204.61,32.13,75.04,0.0009888315013464,0.0035458879618593562
Philippines,Quezon City,2021,71.67,47.48,60.62,0.7,0.9,4.31,3.51,291.77,6145.33,105.11,35.85,80.81,0.0007013455746070593,0.005833698108970552
Philippines,Quezon City,2021,142.58,62.91,118.16,3.57,0.72,10.12,7.88,285.21,1654.22,205.84,36.95,76.07,0.006117686885662124,0.02233681130683948
Philippines,Quezon City,2021,167.03,110.51,156.25,3.07,0.38,9.11,8.54,135.85,6296.49,185.7,31.77,74.14,0.0014468378414005264,0.005045668300910507
Philippines,Quezon City,2021,61.19,29.78,44.71,1.13,2.32,4.1,4.81,156.81,3898.11,98.88,41.92,81.23,0.001051791765753147,0.010753929468383397
Philippines,Quezon City,2021,130.4,61.13,131.26,1.19,0.5,7.56,3.28,362.94,14117.61,153.08,26.19,77.03,0.0005355014056911899,0.001855129869715908
Philippines,Quezon City,2021,183.48,107.73,169.7,1.73,2.62,9.62,6.48,355.44,13882.98,209.84,32.26,73.48,0.0006929348021822404,0.0023237085985861826
Philippines,Quezon City,2021,152.78,69.25,162.85,2.41,2.02,13.88,9.41,286.02,7643.78,235.61,35.99,75.39,0.0018158555060454383,0.004708403433903122
Philippines,Quezon City,2021,174.84,106.07,159.71,4.28,0.35,5.3,9.71,162.5,11153.18,185.03,25.61,73.67,0.00047520079475091406,0.0022962061044473413
Philippines,Quezon City,2022,113.86,65.72,121.91,3.93,2.31,10.8,4.03,152.97,3664.33,151.97,39.33,77.71,0.002947332800266352,0.010733203614303296
Philippines,Quezon City,2022,149.64,89.36,130.62,2.76,1.37,6.78,4.98,294.44,6799.04,128.3,34.54,75.61,0.0009971996046500683,0.005080128959382501
Philippines,Quezon City,2022,121.87,83.41,121.5,4.13,2.43,5.56,9.93,131.76,3976.12,182.56,39.18,77.14,0.0013983481383861654,0.009853827349275174
Philippines,Quezon City,2022,174.94,78.31,166.6,4.41,1.33,5.51,4.19,132.46,13889.66,157.94,25.71,73.6,0.0003966979753284098,0.001851017231523306
Philippines,Quezon City,2022,136.86,72.2,106.45,2.75,2.16,5.89,8.78,298.83,5891.22,166.79,37.86,76.47,0.0009997929121642035,0.0064265126747940155
Philippines,Quezon City,2022,69.87,30.62,53.84,0.81,0.75,11.01,5.09,90.51,1408.47,173.55,40.01,80.52,0.007816992907197172,0.028406710828061652
Philippines,Quezon City,2022,74.9,31.7,62.46,1.18,2.59,5.68,5.0,301.18,8735.08,129.75,37.84,80.61,0.0006502516290635002,0.004331958035873742
Philippines,Quezon City,2022,182.7,74.43,157.34,1.64,0.92,11.07,7.08,233.98,12913.5,227.98,28.21,73.29,0.0008572424207224997,0.0021845355635575175
Philippines,Quezon City,2022,150.67,61.43,137.42,4.0,0.54,8.47,4.33,98.42,7075.15,148.5,30.54,75.15,0.0011971477636516542,0.004316516257605846
Philippines,Quezon City,2022,91.66,37.92,89.47,1.52,0.84,12.09,7.69,205.12,1468.44,212.13,39.54,79.3,0.00823322709814497,0.02692653428127809
Philippines,Quezon City,2022,144.16,100.4,116.49,2.87,0.58,7.39,7.71,124.71,5994.92,178.71,32.89,75.64,0.001232710361439352,0.0054863117439432054
Philippines,Quezon City,2022,124.89,66.05,98.04,3.77,0.49,10.42,5.36,332.83,6803.73,188.03,30.91,77.34,0.0015315128613275367,0.0045430962134005905
Philippines,Quezon City,2022,95.0,60.73,67.28,3.26,0.42,4.1,9.93,273.54,1217.6,150.61,36.79,79.21,0.0033672798948751644,0.030215177398160317
Philippines,Quezon City,2022,100.49,54.98,99.76,2.93,2.03,9.64,3.79,194.02,5309.75,155.07,37.86,78.69,0.0018155280380432225,0.0071302792033523235
Philippines,Quezon City,2022,155.37,108.54,119.74,4.5,1.26,11.58,5.29,193.8,10297.44,208.72,28.97,75.03,0.001124551344800261,0.0028133205923025527
Philippines,Quezon City,2022,236.87,134.14,256.8,4.43,0.45,13.89,9.1,211.85,13223.95,271.57,23.68,69.63,0.0010503669478484114,0.0017906903761735335
Philippines,Quezon City,2022,90.77,61.89,93.91,2.4,2.45,7.64,4.0,346.73,4485.05,144.81,40.48,79.64,0.0017034369739467787,0.009025540406461465
Philippines,Quezon City,2022,98.51,62.78,95.73,0.55,2.14,8.9,3.29,355.97,9741.44,152.52,36.12,79.14,0.0009136226266342553,0.0037078707049471122
Philippines,Quezon City,2023,93.13,49.16,95.43,0.93,1.64,12.18,7.14,331.72,3223.79,224.53,40.78,79.45,0.0037781617288967333,0.012649707332053266
Philippines,Quezon City,2023,171.64,112.06,123.26,3.57,0.34,9.86,5.49,311.78,12342.11,185.06,25.12,74.18,0.0007988909513851358,0.002035308387301685
Philippines,Quezon City,2023,98.34,45.68,88.46,4.47,1.93,12.05,3.69,342.08,6137.02,178.66,35.19,79.13,0.0019634936826016533,0.005734053335332131
Philippines,Quezon City,2023,183.46,108.37,153.01,4.11,2.76,9.84,9.5,122.47,12918.42,229.6,31.23,73.01,0.000761703056565741,0.002417478298429684
Philippines,Quezon City,2023,111.6,63.21,91.15,0.54,2.87,13.47,5.73,340.82,6649.15,210.71,41.42,78.24,0.002025822849537159,0.006229367663535941
Philippines,Quezon City,2023,108.01,62.72,109.64,2.04,2.52,8.72,3.5,209.66,13676.2,151.57,31.84,78.22,0.000637604012810576,0.0023281320834734795
Philippines,Quezon City,2023,102.2,52.44,85.85,1.3,0.83,4.22,4.0,196.9,13173.86,134.6,28.02,78.58,0.0003203313227861841,0.002126939256983147
Philippines,Quezon City,2023,161.49,74.63,154.22,2.48,2.96,12.45,9.24,106.57,13775.6,243.52,32.63,74.45,0.0009037718865239989,0.002368680856006272
Philippines,Quezon City,2023,178.17,92.34,180.63,1.36,0.89,11.55,6.47,160.45,8370.28,215.22,32.94,73.44,0.0013798821544798979,0.003935352222386826
Philippines,Quezon City,2023,171.25,113.9,128.07,1.15,2.13,9.96,9.25,214.5,8403.54,231.25,36.82,74.01,0.0011852148023333024,0.004381486849589577
Philippines,Quezon City,2023,139.72,69.56,108.39,1.52,1.73,13.61,5.37,82.06,4778.95,188.01,38.91,75.85,0.0028479059207566514,0.008141955868967031
Philippines,Quezon City,2023,119.27,53.38,115.89,1.61,0.61,6.09,9.79,219.63,1181.69,163.17,39.04,77.49,0.005153635894354695,0.03303742944427049
Philippines,Quezon City,2023,156.92,88.96,111.93,2.91,0.93,12.34,3.66,387.7,7916.5,182.13,31.98,75.31,0.001558769658308596,0.004039663992926167
Philippines,Quezon City,2023,133.57,75.62,114.62,1.17,1.16,7.23,5.33,147.57,10251.64,143.52,32.05,76.39,0.0007052530131764285,0.0031263290556437797
Philippines,Quezon City,2023,151.17,104.66,140.75,3.5,1.71,13.17,7.27,280.95,9544.36,235.49,32.08,75.48,0.0013798725110955579,0.0033611473163208424
Philippines,Zamboanga,2014,124.28,86.11,126.89,1.2,0.91,9.03,3.95,104.62,8261.09,157.66,33.25,76.92,0.0010930760952852468,0.0040248925989185445
Philippines,Zamboanga,2014,121.81,84.17,105.75,3.64,1.58,8.79,7.51,366.58,2348.26,169.77,38.74,77.61,0.0037431970906117713,0.016497321420967014
Philippines,Zamboanga,2014,122.16,62.67,88.59,3.19,1.93,8.65,4.46,219.43,9171.02,163.28,33.42,77.29,0.0009431884348742015,0.0036440875715024064
Philippines,Zamboanga,2014,108.07,66.01,86.98,3.66,1.36,4.21,5.44,137.19,8320.75,133.8,32.1,78.07,0.0005059640056485293,0.003857825316227504
Philippines,Zamboanga,2014,133.23,92.27,122.2,2.6,0.82,5.9,9.55,392.99,6418.1,200.2,33.45,76.9,0.0009192751748959973,0.005211822813605273
Philippines,Zamboanga,2014,67.66,46.55,51.03,0.61,0.83,13.25,3.23,327.64,1051.06,176.24,40.83,81.14,0.01260632123760775,0.03884649782124712
Philippines,Zamboanga,2014,118.92,49.71,114.16,3.97,1.36,11.48,4.51,375.12,5932.01,194.42,34.19,77.82,0.0019352630895767202,0.005763645037685371
Philippines,Zamboanga,2014,166.95,108.76,161.48,4.1,2.32,12.51,6.94,81.17,13999.47,213.02,28.85,74.03,0.0008936052579133353,0.00206079230142284
Philippines,Zamboanga,2014,123.77,57.1,128.8,3.73,0.38,12.7,5.02,144.95,7281.75,182.08,30.14,77.04,0.001744086243004772,0.004139114910564082
Philippines,Zamboanga,2014,180.84,108.08,165.16,4.16,1.27,8.31,7.89,285.76,12399.43,218.39,27.26,73.52,0.0006701920975399675,0.002198488156310411
Philippines,Zamboanga,2014,151.17,85.91,110.66,4.27,2.77,4.46,6.79,178.0,12828.38,161.27,31.21,75.28,0.00034766665783208796,0.0024328870831702835
Philippines,Zamboanga,2014,75.22,43.09,65.26,3.23,1.61,4.45,4.09,142.31,7920.68,120.86,33.68,80.27,0.0005618204497593641,0.004252160168066378
Philippines,Zamboanga,2014,135.44,93.94,131.36,0.6,2.65,10.9,9.56,119.13,4769.37,226.03,42.58,76.21,0.002285417151531544,0.008927803881854417
Philippines,Zamboanga,2014,67.95,39.48,47.65,1.05,0.54,4.94,8.39,315.57,5218.9,166.84,35.35,81.1,0.0009465596198432621,0.0067734580083925735
Philippines,Zamboanga,2014,123.47,60.2,134.85,0.77,1.7,11.1,8.63,233.02,6277.91,199.03,38.04,77.23,0.0017681043532003485,0.006059341405021735
Philippines,Zamboanga,2014,105.32,46.15,115.42,1.73,0.92,8.6,8.53,357.04,7204.6,198.36,33.82,78.69,0.0011936818143963577,0.004694223135219166
Philippines,Zamboanga,2015,100.74,68.44,105.07,3.95,0.96,4.44,6.56,220.4,4043.34,141.34,34.89,78.72,0.0010981020641350962,0.00862900473371025
Philippines,Zamboanga,2015,141.28,69.61,153.87,1.98,1.0,9.55,7.64,230.42,5320.44,180.98,35.7,76.04,0.0017949643262587308,0.006709971355752533
Philippines,Zamboanga,2015,174.49,75.87,185.89,4.16,2.48,7.85,6.91,263.23,13739.33,194.4,29.55,73.89,0.0005713524604183755,0.0021507598987723564
Philippines,Zamboanga,2015,85.55,55.83,85.53,0.53,1.68,8.21,5.53,388.17,7408.06,150.88,37.1,80.07,0.0011082523629668227,0.005008058790020599
Philippines,Zamboanga,2015,173.5,93.28,187.54,4.21,1.15,12.69,6.87,395.45,14684.56,243.74,24.55,74.22,0.0008641729816896114,0.0016718240110701308
Philippines,Zamboanga,2015,104.47,58.3,106.18,1.41,0.36,4.28,3.72,371.02,7913.88,109.54,31.75,78.78,0.0005408219482731605,0.004011938518147862
Philippines,Zamboanga,2015,63.73,32.11,69.0,4.08,2.67,4.55,4.92,339.47,3743.05,122.54,40.2,81.43,0.0012155862197940181,0.010739904623235062
Philippines,Zamboanga,2015,147.02,60.83,150.24,1.82,1.63,5.43,7.9,76.28,6553.23,161.26,36.51,75.35,0.0008285990267394857,0.005571298428408586
Philippines,Zamboanga,2015,111.55,76.94,89.54,3.76,1.19,6.06,7.29,80.67,1443.02,160.81,38.38,77.72,0.004199525994095715,0.026596997962606204
Philippines,Zamboanga,2015,216.38,114.28,183.55,2.53,1.86,12.88,8.21,166.28,13372.34,223.4,29.67,70.91,0.000963182210443348,0.0022187590204855697
Philippines,Zamboanga,2015,127.12,64.62,131.24,2.85,0.46,12.8,4.23,373.85,11248.7,216.37,27.29,77.27,0.0011379092695155885,0.0024260581222719066
Philippines,Zamboanga,2015,158.98,109.15,152.57,2.01,1.16,10.55,7.46,136.13,14624.29,211.97,26.85,74.67,0.000721402543302957,0.001835986567553023
Philippines,Zamboanga,2015,104.44,57.93,95.99,1.45,2.85,11.4,8.27,207.85,7864.64,231.33,39.22,78.45,0.0014495259795743987,0.0049868779753428
Philippines,Zamboanga,2015,133.01,63.5,105.9,2.83,1.86,12.52,5.45,113.13,8722.13,184.46,34.02,76.36,0.0014354291898882499,0.00390042340575066
Philippines,Zamboanga,2015,155.23,70.58,121.44,4.42,1.51,12.18,4.95,190.33,9471.76,202.99,30.65,75.03,0.0012859278529016782,0.0032359350321376386
Philippines,Zamboanga,2016,151.12,105.03,147.49,2.63,1.97,8.15,4.06,113.82,13591.6,179.19,29.69,75.15,0.0005996350687189146,0.00218443744665823
Philippines,Zamboanga,2016,123.79,65.9,93.37,2.15,2.99,6.05,9.07,84.69,4084.52,186.75,42.73,76.92,0.0014812021975654421,0.010461449570573775
Philippines,Zamboanga,2016,68.27,46.78,60.72,0.9,1.31,11.03,6.12,305.67,3367.52,172.26,39.65,81.06,0.003275407421485247,0.011774243360098826
Philippines,Zamboanga,2016,151.19,100.08,108.68,0.53,1.38,12.28,3.19,303.19,12379.81,188.27,31.25,75.53,0.000991937679172782,0.0025242713741164043
