Country;City;Year;AQI;PM2.5;PM10;Deforestation_Rate_%;Afforestation_Rate_%;Vehicles_Increase_%;Industries_Increase_%;Env_Budget_Million_USD;Population_Density_Per_SqKm;CO2_Emissions_MT;Green_Space_Ratio_%;Avg_Life_Expectancy_Index
India;Bangalore;2014;167.91;82.94;158.67;3.89;0.62;17.63;5.95;163.05;6389.08;239.06;31.58;74.13
India;Bangalore;2014;205.93;97.43;183.72;2.06;1.11;14.29;5.12;95.5;15203.92;214.52;26.06;71.46
India;Bangalore;2014;274.73;170.33;298.04;3.11;1.79;11.03;13.65;187.29;23562.77;307.67;18.7;67.06
India;Bangalore;2014;184.5;94.5;132.96;3.6;0.91;13.29;7.85;127.07;16663.26;232.18;22.46;72.95
India;Bangalore;2014;230.88;145.74;166.73;1.03;1.37;19.82;6.74;167.57;17422.76;303.48;25.65;69.94
India;Bangalore;2014;282.15;189.24;261.42;1.01;1.01;19.96;14.83;50.92;21301.92;386.97;20.72;66.29
India;Bangalore;2014;227.39;121.44;223.89;2.87;1.16;10.96;10.09;109.14;16026.08;262.12;24.58;70.06
India;Bangalore;2014;245.76;138.27;248.2;4.71;0.72;15.48;6.18;123.64;22942.11;263.21;14.52;68.86
India;Bangalore;2014;188.85;119.7;164.94;4.28;1.79;10.01;9.63;147.06;7690.39;235.94;33.4;72.7
India;Bangalore;2014;151.44;75.77;126.64;3.65;1.2;9.14;8.54;152.07;11675.8;212.37;28.27;75.21
India;Bangalore;2014;224.24;142.12;166.2;2.77;0.62;12.56;14.42;108.87;10094.46;277.4;28.99;70.27
India;Bangalore;2014;243.82;121.33;228.3;3.14;0.78;11.13;10.15;72.94;24235.54;269.84;14.97;68.89
India;Bangalore;2014;127.4;59.76;92.12;1.42;1.15;11.48;7.68;167.6;6129.73;221.72;35.91;76.84
India;Bangalore;2014;162.24;69.5;150.66;1.29;0.44;12.71;5.4;184.7;6664.62;197.38;33.35;74.55
India;Bangalore;2014;243.31;163.18;254.26;2.11;0.37;8.92;11.24;83.89;18466.62;247.66;20.52;68.95
India;Bangalore;2014;162.16;76.03;118.16;2.44;1.48;10.42;7.62;157.15;15012.24;233.21;26.98;74.5
India;Bangalore;2014;213.51;102.48;181.35;4.58;0.55;13.17;7.82;109.23;7672.65;227.68;29.39;70.98
India;Bangalore;2014;173.39;98.44;152.85;4.93;1.94;18.01;6.29;148.07;5361.41;259.43;35.53;73.74
India;Bangalore;2014;214.68;126.23;222.91;2.32;1.13;18.9;7.05;186.01;14452.99;294.69;26.62;71.06
India;Bangalore;2014;177.77;97.08;154.44;2.71;1.08;14.28;12.54;120.3;12111.77;308.78;28.41;73.39
India;Bangalore;2014;221.9;145.95;166.84;3.31;0.7;15.85;6.38;64.0;16836.59;251.84;21.96;70.33
India;Bangalore;2014;260.58;176.6;285.39;1.18;1.18;19.59;5.71;118.02;21758.85;274.71;20.6;67.86
India;Bangalore;2014;330.77;223.3;314.9;4.48;0.75;17.5;13.86;76.25;24349.55;373.11;13.43;63.1
India;Bangalore;2014;162.21;69.49;147.29;1.09;0.25;18.45;8.3;175.05;12540.25;304.02;27.11;74.54
India;Bangalore;2014;178.32;96.72;133.75;1.19;1.48;10.2;7.14;137.65;21419.3;232.5;21.83;73.39
India;Bangalore;2014;173.93;120.76;165.81;4.94;1.92;13.76;6.41;69.5;12378.77;234.45;28.45;73.54
India;Bangalore;2014;197.25;121.91;182.17;3.81;0.49;17.32;7.85;104.3;15596.73;285.88;22.06;72.06
India;Bangalore;2014;256.71;145.2;235.41;3.06;1.64;13.02;12.14;96.37;16857.26;291.25;24.99;68.08
India;Bangalore;2014;161.69;106.53;160.97;3.82;0.51;11.85;8.45;115.1;10123.82;237.21;27.59;74.45
India;Bangalore;2014;218.14;147.1;175.82;3.56;1.15;16.65;5.81;127.53;18972.61;251.46;20.91;70.71
India;Bangalore;2014;181.75;126.73;172.09;1.92;0.76;13.26;8.41;157.17;11319.62;254.67;29.05;73.2
India;Bangalore;2014;246.8;107.42;224.44;2.82;0.17;18.55;7.35;130.43;20848.14;274.67;16.85;68.81
India;Bangalore;2014;186.76;106.8;137.17;1.12;1.44;13.15;13.21;68.51;15811.56;305.04;27.38;72.69
India;Bangalore;2014;174.29;99.16;147.48;3.4;1.65;17.41;6.21;152.11;5781.99;250.73;35.78;73.68
India;Bangalore;2014;207.08;95.31;146.51;3.44;0.46;18.77;7.94;165.71;17492.14;311.44;20.44;71.53
India;Bangalore;2014;204.67;111.18;217.81;3.4;1.22;16.53;11.67;160.15;13328.0;302.85;26.94;71.68
India;Bangalore;2014;228.9;92.76;178.29;4.22;0.78;15.76;9.14;154.95;14174.28;286.94;23.95;70.05
India;Bangalore;2014;185.25;89.27;149.62;4.83;1.02;11.96;8.61;91.86;7700.64;229.87;30.53;72.83
India;Bangalore;2014;166.05;95.77;118.72;4.63;0.58;17.16;5.45;52.0;9217.35;232.03;27.88;74.03
India;Bangalore;2014;271.13;186.49;275.9;2.41;1.56;18.21;6.92;66.84;24617.72;292.64;17.64;67.06
India;Bangalore;2015;195.41;125.85;150.47;4.09;1.5;15.54;12.33;99.88;11896.05;312.56;28.51;72.17
India;Bangalore;2015;168.45;106.17;159.91;2.93;0.52;13.66;11.07;111.62;9331.87;269.0;29.29;73.99
India;Bangalore;2015;284.29;137.81;300.74;3.32;0.3;15.66;11.27;118.87;23699.52;299.14;13.87;66.28
India;Bangalore;2015;219.8;144.59;237.89;1.02;0.83;14.35;14.64;54.15;8370.26;295.44;33.1;70.45
India;Bangalore;2015;153.18;77.91;151.74;1.0;1.38;14.85;14.26;57.65;6831.82;285.56;36.32;74.9
India;Bangalore;2015;215.05;144.85;219.79;2.72;1.31;18.6;9.97;183.56;19115.23;332.67;22.11;71.03
India;Bangalore;2015;215.03;102.04;155.36;3.27;0.36;17.67;5.08;166.34;19087.31;277.35;18.71;71.0
India;Bangalore;2015;213.08;122.0;173.46;4.42;0.99;14.89;11.57;141.32;7392.5;277.32;31.16;71.08
India;Bangalore;2015;283.73;161.69;288.24;4.33;1.55;19.07;5.36;183.98;21897.37;289.0;18.41;66.45
India;Bangalore;2015;235.95;111.54;236.35;4.32;1.27;12.93;14.17;115.32;7765.48;278.61;31.73;69.5
India;Bangalore;2015;282.66;184.48;230.27;2.91;0.31;14.52;6.74;63.52;23395.09;252.77;14.62;66.28
India;Bangalore;2015;213.65;92.98;212.03;2.14;0.29;19.79;6.93;135.39;19716.51;280.25;19.0;71.03
India;Bangalore;2015;204.9;140.76;179.82;3.69;1.83;14.67;11.29;56.26;13993.64;283.99;27.82;71.45
India;Bangalore;2015;160.67;106.75;160.31;1.98;0.71;13.69;5.73;103.15;7746.52;209.43;32.41;74.49
India;Bangalore;2015;255.42;110.9;224.2;4.12;1.5;14.41;8.85;114.4;20717.29;283.83;19.66;68.2
India;Bangalore;2015;181.39;122.32;168.99;1.05;1.48;19.8;10.08;95.16;14738.88;310.21;28.65;73.1
India;Bangalore;2015;160.05;90.63;149.05;1.57;0.7;19.77;5.79;87.35;12088.35;253.7;28.46;74.5
India;Bangalore;2015;278.04;190.0;221.87;3.36;1.38;19.45;14.92;166.09;13429.1;348.1;27.35;66.8
India;Bangalore;2015;335.01;136.66;288.36;3.27;0.43;19.26;13.36;87.18;23323.78;345.21;14.71;62.84
India;Bangalore;2015;125.36;73.35;122.58;3.1;1.45;9.64;8.77;121.62;6863.3;227.2;34.38;76.89
India;Bangalore;2015;205.02;132.29;220.42;4.27;0.15;10.86;7.67;110.51;15077.31;235.69;21.12;71.55
India;Bangalore;2015;217.43;102.11;230.8;1.29;0.96;14.43;10.68;59.39;19539.23;306.92;22.07;70.62
India;Bangalore;2015;145.46;74.47;150.67;4.33;1.35;14.24;6.84;94.97;6457.87;238.2;33.26;75.49
India;Bangalore;2015;259.42;149.12;206.6;4.4;0.94;19.73;6.96;181.95;22268.82;317.93;16.15;68.07
India;Bangalore;2015;143.9;75.68;151.84;2.94;0.31;9.91;9.51;196.63;8655.6;210.14;29.34;75.8
India;Bangalore;2015;259.78;148.96;223.5;4.06;2.0;12.06;11.32;192.55;18061.93;280.37;23.88;68.07
India;Bangalore;2015;220.99;107.71;237.92;4.13;0.89;14.57;9.65;66.69;19529.13;277.27;19.0;70.4
India;Bangalore;2015;238.18;129.8;183.02;3.53;1.0;8.2;14.18;198.88;21838.79;273.21;17.63;69.52
India;Bangalore;2015;238.84;149.47;170.46;4.22;1.99;11.58;5.17;173.71;18960.95;205.23;22.79;69.42
India;Bangalore;2015;200.6;119.12;148.14;3.74;1.48;12.91;7.66;50.56;14934.65;220.22;25.78;71.73
India;Bangalore;2015;151.27;88.27;119.2;2.84;0.34;8.43;11.93;150.38;7338.58;250.92;30.86;75.22
India;Bangalore;2015;151.18;75.66;139.05;3.49;1.55;12.56;7.38;163.86;11755.31;216.25;29.41;75.25
India;Bangalore;2015;217.64;116.2;207.08;1.7;0.83;18.73;13.55;164.11;17536.15;338.12;23.27;70.82
India;Bangalore;2015;260.14;147.35;216.02;4.38;0.57;8.79;13.72;188.58;23127.85;280.92;14.22;68.03
India;Bangalore;2015;189.67;82.24;180.55;2.52;1.69;14.47;9.36;88.03;13212.16;272.82;29.34;72.53
India;Bangalore;2015;208.39;88.81;193.81;4.85;1.4;11.69;10.87;50.13;9057.19;244.62;30.29;71.21
India;Bangalore;2016;168.92;106.42;142.69;2.84;1.69;11.21;5.82;166.78;7538.19;196.83;34.71;74.07
India;Bangalore;2016;252.76;170.1;220.07;3.54;1.36;15.82;12.32;138.51;17381.59;310.32;23.15;68.43
India;Bangalore;2016;162.26;88.09;127.18;3.22;0.52;10.33;10.68;149.79;5086.03;218.95;33.25;74.48
India;Bangalore;2016;251.08;104.69;253.47;3.2;1.06;15.98;6.31;183.94;21426.89;251.7;18.56;68.63
India;Bangalore;2016;232.07;149.46;230.99;3.02;0.14;16.05;10.07;138.13;22068.26;307.92;15.34;69.8
India;Bangalore;2016;239.35;122.54;193.51;2.63;1.46;18.91;11.92;110.97;12370.91;320.92;29.39;69.27
India;Bangalore;2016;151.85;95.41;161.56;4.02;1.1;9.38;13.47;66.39;6222.6;259.76;33.05;75.01
India;Bangalore;2016;257.37;172.62;268.01;4.5;0.99;13.99;14.97;117.19;11154.48;331.91;27.31;68.08
India;Bangalore;2016;216.6;143.89;180.25;4.33;1.6;16.81;14.23;171.35;7667.46;302.33;32.79;70.9
India;Bangalore;2016;171.5;107.31;130.96;4.58;0.56;8.12;7.37;173.15;15372.97;180.97;21.74;73.91
India;Bangalore;2016;237.73;108.8;198.73;3.79;0.49;17.46;12.65;194.01;11970.13;302.8;25.72;69.54
India;Bangalore;2016;246.28;111.1;259.9;1.78;0.48;14.88;11.31;188.59;20307.2;317.05;19.33;68.96
India;Bangalore;2016;197.01;91.89;142.96;1.67;1.41;18.99;7.52;74.86;11088.93;292.38;31.47;72.02
India;Bangalore;2016;202.1;100.3;189.42;2.07;1.13;15.63;14.08;84.12;10547.76;307.33;30.77;71.69
India;Bangalore;2016;191.85;88.74;199.01;3.12;0.24;11.18;7.88;121.15;10542.45;201.32;27.06;72.45
India;Bangalore;2016;189.65;83.82;136.59;3.78;1.19;14.59;9.0;136.72;14951.68;277.02;24.83;72.63
India;Bangalore;2016;255.56;109.06;262.74;4.81;0.13;8.62;6.15;100.77;23920.88;215.58;11.64;68.16
India;Bangalore;2016;259.6;171.85;260.57;4.35;1.55;17.58;7.86;170.16;20977.79;271.98;19.31;68.03
India;Bangalore;2016;256.37;154.25;257.8;1.92;0.51;9.95;11.97;177.46;20461.76;286.95;19.16;68.26
India;Bangalore;2016;208.74;145.07;209.09;2.79;0.92;11.05;10.59;54.94;11752.44;239.87;28.22;71.19
India;Bangalore;2016;240.22;104.6;209.15;3.43;0.58;13.85;12.65;150.19;15999.52;287.35;22.31;69.29
India;Bangalore;2016;157.7;88.47;116.95;1.74;1.74;14.78;12.35;194.28;10153.05;282.53;33.31;74.88
India;Bangalore;2016;144.49;98.53;118.44;1.21;1.64;10.49;9.11;156.76;10496.04;207.66;33.22;75.68
India;Bangalore;2016;225.65;151.79;240.27;1.59;0.85;16.66;8.23;108.57;17415.85;299.26;23.54;70.17
India;Bangalore;2016;310.24;160.68;237.95;4.12;0.33;19.75;8.61;57.76;20796.66;318.72;16.07;64.43
India;Bangalore;2016;240.36;139.78;188.23;1.05;1.98;18.27;10.26;79.18;20179.05;322.95;24.7;69.13
India;Bangalore;2016;222.55;138.26;169.37;1.44;0.99;15.12;8.01;174.31;22044.12;281.27;19.47;70.51
India;Bangalore;2016;264.82;124.6;264.84;5.0;0.79;12.29;8.65;186.37;21936.48;269.93;15.42;67.72
India;Bangalore;2016;226.54;101.64;203.91;2.81;0.98;12.79;8.67;123.31;21861.18;268.22;18.28;70.14
India;Bangalore;2016;203.13;119.58;143.95;2.76;0.29;13.15;8.67;182.14;18346.32;247.82;19.78;71.82
India;Bangalore;2016;168.49;104.87;147.72;1.58;1.54;10.17;5.74;129.41;15531.12;200.03;27.5;74.03
India;Bangalore;2016;299.31;209.47;249.9;4.68;0.38;9.45;13.6;113.94;20822.8;269.08;15.65;65.27
India;Bangalore;2017;263.98;137.12;204.83;1.4;1.4;18.27;14.51;131.67;13867.66;333.8;28.94;67.66
India;Bangalore;2017;228.22;136.48;238.65;3.62;0.12;8.64;11.18;108.3;20783.77;233.22;15.94;70.0
India;Bangalore;2017;230.54;127.11;196.51;3.68;1.62;15.28;8.54;156.43;14418.65;285.58;26.77;69.94
India;Bangalore;2017;247.56;119.68;233.49;3.25;0.83;18.78;12.95;140.27;14307.53;353.75;24.94;68.78
India;Bangalore;2017;245.95;166.2;183.96;2.78;0.34;13.12;14.48;118.08;10636.75;316.56;27.6;68.84
India;Bangalore;2017;334.18;217.72;352.85;3.43;0.4;17.32;13.04;171.48;24995.17;346.42;12.77;63.06
India;Bangalore;2017;148.43;96.3;117.55;1.48;0.62;10.26;12.68;187.78;11609.16;268.62;28.77;75.48
India;Bangalore;2017;147.44;78.23;139.91;2.28;1.17;9.49;9.16;195.64;14114.66;215.98;27.13;75.56
India;Bangalore;2017;266.71;166.54;190.34;3.54;0.35;13.29;14.15;172.17;12691.8;297.08;24.8;67.56
India;Bangalore;2017;217.65;114.34;202.74;3.39;1.91;9.98;13.74;156.4;20520.59;270.74;21.81;70.8
India;Bangalore;2017;177.44;103.09;140.12;4.03;0.5;16.44;7.18;92.58;6435.42;245.05;31.03;73.36
India;Bangalore;2017;292.99;142.75;217.88;4.27;0.71;18.66;14.93;65.19;23244.7;391.09;14.62;65.6
India;Bangalore;2017;272.24;165.72;196.99;4.37;0.36;15.18;6.35;119.38;24272.09;274.89;12.43;67.09
India;Bangalore;2017;223.98;138.17;211.95;1.07;0.6;18.74;13.6;172.61;7832.19;313.64;32.91;70.41
India;Bangalore;2017;153.56;97.05;147.61;2.02;0.71;8.4;9.42;51.5;14785.38;214.4;25.32;74.87
India;Bangalore;2017;171.95;120.19;135.54;2.85;1.8;15.4;7.67;140.53;6652.68;243.53;35.91;73.82
India;Bangalore;2017;262.07;118.35;237.63;3.56;0.52;14.78;9.82;114.3;19802.87;273.46;18.21;67.76
India;Bangalore;2017;209.18;113.29;229.4;4.55;0.96;18.72;9.36;190.96;8639.95;299.52;29.68;71.44
India;Bangalore;2017;215.86;88.97;171.72;1.67;1.65;12.77;13.72;188.83;17325.09;310.34;25.95;70.99
India;Bangalore;2017;247.53;169.93;213.45;2.86;1.1;15.48;12.73;124.15;14246.62;307.11;26.2;68.75
India;Bangalore;2017;173.84;79.7;150.72;1.97;1.06;18.65;14.47;95.32;5802.71;341.09;35.4;73.6
India;Bangalore;2017;201.48;97.0;163.83;2.47;0.72;13.65;5.11;52.49;11129.31;219.51;28.57;71.67
India;Bangalore;2017;190.32;121.17;156.45;3.16;1.83;12.21;5.22;135.51;23791.25;227.42;18.54;72.58
India;Bangalore;2017;189.65;101.81;206.1;2.94;0.82;12.99;11.86;187.6;12518.88;260.26;26.99;72.73
India;Bangalore;2017;249.26;167.84;263.2;4.0;1.61;17.7;9.47;172.75;16833.58;311.66;24.0;68.73
India;Bangalore;2017;236.44;104.38;173.65;2.16;1.07;10.87;11.68;137.89;16338.47;278.32;24.73;69.51
India;Bangalore;2017;166.4;104.0;164.21;4.22;1.78;14.39;6.75;177.5;6541.51;206.44;34.59;74.26
India;Bangalore;2017;226.79;134.05;234.38;1.83;1.56;17.28;10.0;87.6;20848.74;315.78;21.99;70.06
India;Bangalore;2017;188.47;123.74;164.19;4.52;0.73;14.62;8.75;88.14;5526.28;247.63;32.13;72.61
India;Bangalore;2017;259.67;110.59;260.87;4.19;0.62;12.31;5.32;175.59;22344.88;239.35;15.33;68.04
India;Bangalore;2017;202.98;94.31;165.28;4.93;0.43;9.28;13.68;75.51;5111.77;248.72;31.24;71.62
India;Bangalore;2017;201.05;139.73;164.49;2.97;1.45;13.47;8.26;185.11;9199.08;220.46;32.19;71.97
India;Bangalore;2017;193.65;79.47;146.67;4.96;1.73;15.51;8.98;144.8;7789.22;276.37;32.44;72.38
India;Bangalore;2017;85.46;59.32;78.94;2.15;0.63;8.76;6.79;128.48;5093.15;193.07;34.64;79.56
India;Bangalore;2018;171.03;73.6;172.45;2.95;0.53;19.37;7.14;70.63;8605.26;287.01;30.04;73.74
India;Bangalore;2018;168.77;75.51;120.1;4.56;0.96;15.4;7.51;65.66;9191.8;247.33;29.13;73.88
India;Bangalore;2018;276.86;183.21;285.37;4.07;0.45;14.17;14.36;64.18;15592.25;325.55;21.69;66.67
India;Bangalore;2018;186.36;119.43;161.28;4.39;1.79;15.13;5.51;103.98;8243.96;207.39;32.74;72.78
India;Bangalore;2018;226.82;130.67;206.45;3.06;0.94;10.61;12.09;173.68;15613.73;276.93;24.15;70.23
India;Bangalore;2018;202.24;89.0;150.23;2.27;1.67;12.77;7.32;119.66;19041.75;239.63;23.71;71.76
India;Bangalore;2018;277.62;119.22;292.14;4.45;0.31;16.6;11.59;123.62;15381.18;312.85;21.11;66.74
India;Bangalore;2018;250.54;110.89;227.5;4.3;1.22;13.29;13.73;135.56;9780.94;312.29;29.58;68.57
India;Bangalore;2018;202.02;137.3;202.07;3.35;0.38;14.39;10.67;99.15;11182.68;284.63;26.6;71.73
India;Bangalore;2018;229.47;115.84;211.26;2.69;1.33;18.27;8.01;188.54;23616.94;316.48;17.69;70.08
India;Bangalore;2018;271.92;149.88;265.27;4.73;1.7;18.86;10.02;180.25;19574.05;327.52;20.78;67.23
India;Bangalore;2018;194.26;125.62;196.27;2.65;1.75;14.98;6.57;143.74;17125.14;234.44;25.47;72.34
India;Bangalore;2018;174.05;90.48;141.59;4.38;1.99;18.31;9.68;76.69;6869.7;271.44;34.71;73.55
India;Bangalore;2018;197.46;91.27;139.86;3.66;1.99;8.97;6.23;139.42;23447.6;216.48;18.87;72.12
India;Bangalore;2018;117.24;55.39;101.21;2.76;1.51;10.25;7.11;161.96;6451.68;184.22;35.31;77.51
India;Bangalore;2018;148.34;85.62;119.78;3.69;0.72;9.45;5.95;123.32;6132.27;173.96;32.34;75.36
India;Bangalore;2018;173.48;94.63;135.83;3.06;0.66;8.02;8.52;111.83;8900.38;203.93;30.02;73.66
India;Bangalore;2018;220.72;125.07;242.03;1.11;0.25;19.55;14.42;90.53;14877.17;341.08;24.77;70.47
India;Bangalore;2018;172.43;76.54;158.23;3.29;1.38;12.13;6.81;93.98;9890.6;230.38;30.95;73.69
India;Bangalore;2018;276.31;140.83;281.75;3.4;1.58;18.11;12.03;193.1;20619.52;356.17;20.73;66.97
India;Bangalore;2018;233.63;148.27;250.01;2.94;0.33;8.02;7.91;101.55;22975.91;232.96;15.06;69.63
India;Bangalore;2018;209.19;114.55;185.31;4.56;1.79;12.47;14.54;73.4;11812.6;313.21;28.99;71.2
India;Bangalore;2018;255.14;173.49;227.81;4.14;0.7;18.28;13.55;134.12;15772.64;327.11;22.2;68.26
India;Bangalore;2018;293.38;147.61;276.01;2.69;0.28;16.41;8.03;152.05;23321.59;282.66;14.84;65.75
India;Bangalore;2018;219.51;124.96;173.13;4.5;1.5;11.04;7.55;69.25;19119.82;234.81;20.87;70.5
India;Bangalore;2018;163.5;75.98;161.38;1.53;0.54;9.77;6.07;118.67;17292.88;203.7;22.78;74.34
India;Bangalore;2018;225.6;117.06;216.17;2.54;1.5;9.71;9.03;153.06;17893.97;214.57;24.05;70.27
India;Bangalore;2018;244.12;116.75;235.43;3.62;0.52;13.28;6.0;197.67;23898.7;227.03;14.05;69.12
India;Bangalore;2018;269.97;180.15;205.22;4.39;1.87;17.78;8.41;189.39;16579.94;283.9;24.64;67.38
India;Bangalore;2018;272.43;189.53;282.36;4.81;1.2;11.87;10.43;128.16;19797.06;278.04;19.0;67.09
India;Bangalore;2018;235.87;102.65;198.3;3.81;0.81;15.35;10.43;82.36;14206.07;300.42;24.42;69.44
India;Bangalore;2018;242.74;108.72;176.63;3.19;0.98;10.03;12.16;89.47;17483.54;247.92;22.26;69.0
India;Bangalore;2018;221.25;90.55;182.68;4.56;0.29;14.39;9.31;69.85;7756.77;243.75;28.55;70.39
India;Bangalore;2018;153.89;82.17;157.12;1.64;1.55;11.63;12.68;183.87;8992.19;265.87;34.02;75.11
India;Bangalore;2018;214.48;87.12;181.73;2.59;1.62;10.83;9.63;135.39;20859.4;257.83;21.4;70.97
India;Bangalore;2018;225.41;153.39;216.61;4.3;0.57;16.48;11.3;74.33;8152.92;279.95;29.25;70.12
India;Bangalore;2018;253.82;105.2;222.0;1.28;1.79;17.46;5.02;177.32;22689.39;272.1;21.39;68.43
India;Bangalore;2018;242.79;132.74;239.17;4.46;0.91;8.01;7.43;58.42;22678.8;225.52;15.6;68.93
India;Bangalore;2018;207.17;138.26;186.46;2.37;1.26;10.71;5.6;139.66;15453.9;190.29;25.96;71.47
India;Bangalore;2018;170.43;93.31;122.42;1.89;0.73;8.38;8.28;165.64;13408.43;204.26;26.9;73.97
India;Bangalore;2018;192.46;126.52;184.9;2.88;1.44;10.24;7.2;72.11;20559.38;207.5;20.88;72.31
India;Bangalore;2018;227.53;155.59;178.57;3.84;1.2;19.74;9.8;164.41;6794.09;317.69;32.95;70.16
India;Bangalore;2018;240.73;167.91;246.06;1.3;0.48;10.98;10.26;129.47;19643.57;263.7;20.51;69.21
India;Bangalore;2018;246.35;149.75;236.67;4.55;1.97;14.75;7.96;187.81;18207.79;278.8;23.15;68.95
India;Bangalore;2018;157.6;81.64;163.14;2.75;1.41;11.33;7.88;97.47;13107.05;242.92;28.37;74.69
India;Bangalore;2018;173.9;106.29;141.5;2.24;1.86;13.02;9.55;57.81;6360.85;260.45;36.98;73.52
India;Bangalore;2019;191.31;85.22;173.92;1.22;1.46;18.6;10.69;69.78;16312.34;335.88;26.85;72.39
India;Bangalore;2019;274.94;147.83;214.85;4.51;0.81;13.56;12.23;179.6;24449.31;315.7;13.47;67.03
India;Bangalore;2019;264.16;145.11;225.54;4.71;1.99;12.15;8.68;172.84;20379.45;248.57;20.87;67.74
India;Bangalore;2019;306.14;149.71;292.49;3.65;1.79;16.56;13.82;57.4;22667.93;363.07;19.05;64.71
India;Bangalore;2019;206.78;114.38;223.05;1.24;0.42;15.87;7.8;152.39;20551.29;281.91;19.46;71.52
India;Bangalore;2019;271.41;161.92;292.9;3.83;1.35;18.49;7.81;147.77;19778.63;302.67;20.43;67.2
India;Bangalore;2019;184.87;100.81;159.71;1.8;1.36;15.07;14.08;159.21;7961.39;306.87;34.31;72.99
India;Bangalore;2019;162.48;91.89;129.1;4.51;0.56;10.54;6.6;118.2;6641.96;194.1;30.54;74.4
India;Bangalore;2019;187.45;78.63;137.13;3.51;1.07;13.2;5.3;192.34;10975.98;201.88;28.71;72.89
India;Bangalore;2019;209.43;117.22;180.01;3.91;0.99;10.86;14.25;188.21;11858.68;286.22;27.21;71.41
India;Bangalore;2019;187.01;113.67;164.24;1.68;0.12;15.29;8.75;126.52;10916.05;253.45;27.78;72.79
India;Bangalore;2019;227.02;117.92;223.73;2.8;0.49;12.57;14.82;121.02;17073.57;302.03;21.6;70.11
India;Bangalore;2019;207.15;127.61;200.16;1.38;1.88;15.96;11.43;90.37;10102.92;297.58;34.17;71.37
India;Bangalore;2019;145.39;71.49;120.08;4.07;1.3;10.27;5.63;153.92;5904.11;183.49;33.94;75.62
India;Bangalore;2019;154.58;91.77;112.75;1.33;0.15;12.13;5.64;157.1;8072.93;198.51;31.04;75.01
India;Bangalore;2019;158.89;64.7;161.66;2.54;1.13;9.78;11.41;106.3;11736.89;249.14;29.1;74.62
India;Bangalore;2019;239.11;147.83;187.82;2.25;1.58;15.74;5.02;199.84;24744.45;252.63;17.75;69.46
India;Bangalore;2019;203.72;136.2;147.86;1.43;0.96;17.35;7.38;99.7;11077.29;283.7;30.38;71.62
India;Bangalore;2019;167.97;79.73;182.82;2.51;1.64;12.64;6.34;79.71;9406.8;202.5;33.01;73.96
India;Bangalore;2019;258.22;158.0;239.42;3.8;1.76;17.77;5.19;60.58;23544.11;284.28;17.95;67.91
India;Bangalore;2019;256.02;161.24;269.37;1.2;1.33;13.43;14.67;96.77;18675.73;323.74;24.11;68.13
India;Bangalore;2019;257.31;171.42;218.97;2.9;0.24;10.18;14.84;138.61;13284.04;278.95;24.54;68.12
India;Bangalore;2019;186.86;112.7;182.01;2.52;1.71;16.56;7.87;138.68;10494.48;277.41;32.12;72.82
India;Bangalore;2019;152.65;66.18;113.39;3.55;0.73;10.49;6.36;164.01;9987.17;215.69;28.64;75.15
India;Bangalore;2019;253.19;168.81;181.25;3.13;0.6;13.92;14.19;137.78;17251.71;300.06;21.42;68.4
India;Bangalore;2019;267.86;129.96;263.09;1.16;0.75;19.21;10.08;98.11;17409.64;300.0;23.69;67.34
India;Bangalore;2020;245.38;107.83;174.33;4.29;1.31;16.95;8.03;160.75;24223.92;313.8;15.42;68.96
India;Bangalore;2020;263.92;130.47;188.09;2.56;1.23;14.85;13.42;179.69;17530.22;314.67;23.6;67.76
India;Bangalore;2020;219.72;145.35;174.22;2.39;0.94;9.58;10.41;146.7;24391.49;277.5;16.05;70.65
India;Bangalore;2020;193.03;85.42;156.27;1.09;1.54;10.54;7.13;113.44;24571.22;218.06;18.96;72.36
India;Bangalore;2020;182.79;95.3;186.95;1.43;1.63;14.21;8.98;101.94;8590.36;237.1;34.88;73.02
India;Bangalore;2020;231.43;99.77;240.41;2.6;1.86;8.48;12.25;144.39;21566.15;273.8;21.42;69.86
India;Bangalore;2020;249.29;117.9;206.96;1.8;0.51;14.72;8.26;125.44;20818.4;271.15;18.91;68.63
India;Bangalore;2020;213.2;94.37;231.1;4.3;0.86;16.33;10.2;106.55;5707.31;289.61;32.58;71.0
India;Bangalore;2020;215.25;119.84;223.81;2.28;1.92;14.95;5.42;165.89;15997.18;233.9;27.48;70.98
India;Bangalore;2020;147.02;59.1;110.91;3.21;0.54;8.97;8.67;61.92;11727.13;226.64;26.68;75.32
India;Bangalore;2020;251.84;123.41;190.4;2.66;0.43;15.81;11.51;143.98;16969.94;298.29;21.67;68.5
India;Bangalore;2020;179.87;108.32;170.14;3.65;0.82;10.83;8.4;50.39;10509.47;222.19;28.29;73.11
India;Bangalore;2020;182.47;123.61;150.34;3.54;0.5;18.88;8.59;143.03;5526.13;263.02;32.45;73.12
India;Bangalore;2020;216.46;98.8;175.22;3.37;0.55;12.04;5.22;59.72;17879.93;218.79;20.4;70.69
India;Bangalore;2020;250.45;143.48;252.22;3.26;1.49;16.33;5.07;79.04;18317.99;244.0;22.9;68.46
India;Bangalore;2020;194.06;81.52;198.12;4.46;1.73;13.49;5.91;116.17;11578.83;230.56;29.14;72.29
India;Bangalore;2020;176.25;92.61;151.98;2.05;0.5;9.55;7.94;151.25;11130.79;210.76;28.33;73.55
